,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
7755,104,0.924,1,1,2,0,6,6,2,1,3,150,0.0
7756,103,0.92,1,1,2,2,6,20,5,5,5,22,0.0
7757,103,0.92,1,0,0,0,6,4,0,6,0,108,1.0
7758,114,0.926,2,0,0,1,4,8,8,6,1,210,0.0
7759,21,0.624,1,0,0,1,4,8,0,6,0,27,0.0
7760,114,0.926,1,1,2,0,6,9,5,5,1,92,0.0
7761,41,0.8270000000000001,1,0,2,1,4,10,0,6,1,109,0.0
7762,21,0.624,1,0,2,4,4,4,0,6,0,15,0.0
7763,103,0.92,2,1,2,0,6,15,2,1,1,15,0.0
7764,16,0.91,1,1,2,0,6,10,7,5,1,28,0.0
7765,104,0.924,1,0,2,2,6,14,5,5,1,53,0.0
7766,136,0.897,0,0,0,0,6,4,5,4,1,47,0.0
7767,103,0.92,1,0,0,0,6,6,0,6,1,36,1.0
7768,36,0.893,1,1,2,1,4,8,3,5,5,110,0.0
7769,102,0.804,1,1,2,2,6,15,3,5,5,42,0.0
7770,21,0.624,1,1,2,0,6,6,5,5,2,42,1.0
7771,103,0.92,1,1,2,0,6,21,3,5,5,11,0.0
7772,103,0.92,1,1,2,0,5,20,3,5,3,39,0.0
7773,103,0.92,1,1,2,2,2,16,6,5,2,50,0.0
7774,103,0.92,1,1,2,0,6,6,7,5,4,25,0.0
7775,16,0.91,1,1,2,0,6,16,6,5,5,18,0.0
7776,114,0.926,1,1,2,0,6,12,6,5,4,15,0.0
7777,67,0.855,1,1,2,2,6,13,7,5,4,70,0.0
7778,16,0.91,1,1,2,0,6,21,0,6,2,48,0.0
7779,28,0.939,1,1,2,2,6,21,2,5,5,33,0.0
7780,100,0.887,1,1,2,1,4,3,0,6,1,91,0.0
7781,160,0.92,1,1,2,0,6,10,6,6,3,15,0.0
7782,159,0.843,1,1,2,2,6,8,0,6,1,16,0.0
7783,104,0.924,1,1,2,0,2,5,6,2,1,61,0.0
7784,103,0.92,0,1,2,0,5,16,0,6,2,52,0.0
7785,103,0.92,1,0,2,2,6,21,0,6,5,69,1.0
7786,81,0.73,1,0,2,4,4,1,0,6,0,63,0.0
7787,21,0.624,1,1,2,0,6,6,4,5,1,75,0.0
7788,104,0.924,1,1,2,0,6,5,3,5,1,16,0.0
7789,91,0.691,1,0,0,1,4,2,0,6,1,2,1.0
7790,83,0.923,0,1,0,2,6,9,0,6,4,101,1.0
7791,173,0.878,1,1,0,2,6,5,3,2,1,26,0.0
7792,21,0.624,0,1,2,2,6,7,0,6,2,84,0.0
7793,104,0.924,1,1,2,3,6,9,3,5,1,11,1.0
7794,75,0.939,1,1,2,3,6,21,7,5,1,10,0.0
7795,69,0.856,1,1,2,2,6,11,3,5,2,94,0.0
7796,114,0.926,1,1,1,1,4,5,6,1,2,51,0.0
7797,28,0.939,1,1,2,0,6,21,1,5,5,24,0.0
7798,98,0.949,1,0,2,3,2,6,4,4,5,127,0.0
7799,16,0.91,1,0,2,1,4,5,5,5,1,198,0.0
7800,103,0.92,1,1,2,0,6,5,2,5,5,94,0.0
7801,16,0.91,1,1,2,0,6,21,3,5,2,17,0.0
7802,160,0.92,1,0,0,0,6,10,2,5,3,52,0.0
7803,103,0.92,1,0,2,0,0,1,3,5,1,55,0.0
7804,94,0.698,1,0,0,1,4,0,0,5,0,18,0.0
7805,16,0.91,1,1,2,0,6,7,3,5,1,29,0.0
7806,83,0.923,1,1,2,0,6,19,0,6,5,30,1.0
7807,23,0.899,1,1,2,0,6,21,1,0,1,135,0.0
7808,114,0.926,1,0,0,1,4,11,0,6,0,45,0.0
7809,67,0.855,1,0,0,1,4,0,0,6,0,6,0.0
7810,21,0.624,1,1,2,0,6,5,2,0,2,5,1.0
7811,28,0.939,1,1,0,0,6,10,8,4,2,11,0.0
7812,19,0.682,1,1,0,0,6,5,6,5,1,14,0.0
7813,16,0.91,1,1,2,0,6,14,6,5,1,32,0.0
7814,160,0.92,1,1,0,2,6,9,3,5,2,47,0.0
7815,114,0.926,1,0,2,1,4,4,3,5,3,40,0.0
7816,67,0.855,1,1,2,2,6,21,3,1,5,66,0.0
7817,21,0.624,1,1,2,0,6,3,3,5,2,78,1.0
7818,83,0.923,1,1,2,2,6,12,3,5,1,105,0.0
7819,103,0.92,1,0,1,0,6,4,6,5,1,28,0.0
7820,16,0.91,1,1,2,0,6,21,0,6,5,41,0.0
7821,160,0.92,1,1,2,0,6,17,0,6,1,6,0.0
7822,16,0.91,1,0,2,0,6,2,6,2,1,90,0.0
7823,67,0.855,1,1,2,2,6,9,0,6,2,43,0.0
7824,114,0.926,1,1,2,2,6,12,8,5,2,13,0.0
7825,103,0.92,0,1,2,0,6,21,3,5,5,224,0.0
7826,103,0.92,1,1,2,0,6,7,5,5,1,86,0.0
7827,136,0.897,1,0,0,2,6,14,0,6,2,44,0.0
7828,103,0.92,1,1,2,0,6,8,5,5,2,17,0.0
7829,103,0.92,1,1,2,0,6,3,5,5,1,222,0.0
7830,28,0.939,1,1,2,0,6,11,2,5,5,84,0.0
7831,83,0.923,1,1,0,0,6,11,4,5,1,44,0.0
7832,103,0.92,0,1,0,0,6,19,6,5,1,292,0.0
7833,103,0.92,1,1,2,0,6,9,3,2,1,52,0.0
7834,100,0.887,1,1,2,0,6,13,2,6,1,222,1.0
7835,28,0.939,1,0,2,0,6,3,0,6,2,109,0.0
7836,67,0.855,1,0,0,1,4,2,0,6,1,43,0.0
7837,103,0.92,1,1,2,0,6,10,8,5,1,20,0.0
7838,16,0.91,1,1,2,2,6,21,3,5,2,78,0.0
7839,71,0.884,1,1,2,0,6,11,6,5,1,120,0.0
7840,21,0.624,1,1,2,2,6,4,7,5,3,4,0.0
7841,103,0.92,1,1,2,2,6,21,0,6,2,22,1.0
7842,11,0.55,1,1,0,2,2,4,0,6,4,56,1.0
7843,21,0.624,1,1,2,0,6,3,3,6,1,24,0.0
7844,114,0.926,1,0,0,1,4,1,0,6,0,8,0.0
7845,103,0.92,1,1,2,2,6,21,0,6,2,92,1.0
7846,114,0.926,1,1,2,2,6,21,3,6,5,12,0.0
7847,129,0.625,1,1,2,2,6,14,1,5,0,188,0.0
7848,104,0.924,1,1,2,2,6,16,5,5,0,74,0.0
7849,36,0.893,0,1,2,2,6,14,3,5,1,34,0.0
7850,16,0.91,1,1,2,0,6,21,0,6,1,74,0.0
7851,160,0.92,1,1,2,2,6,21,3,1,4,42,0.0
7852,16,0.91,1,1,2,2,6,21,3,5,1,21,0.0
7853,103,0.92,1,1,2,0,6,5,3,2,1,50,0.0
7854,65,0.802,1,1,2,2,6,21,7,5,2,158,0.0
7855,138,0.836,1,1,2,0,6,19,6,5,5,65,0.0
7856,136,0.897,1,1,2,2,6,19,0,6,1,62,0.0
7857,100,0.887,1,1,2,2,6,1,8,5,1,110,0.0
7858,103,0.92,1,1,2,0,6,21,8,5,3,7,0.0
7859,145,0.555,1,0,2,0,1,4,0,6,0,60,1.0
7860,71,0.884,1,1,2,2,6,9,6,4,3,166,0.0
7861,16,0.91,1,1,2,0,6,21,6,1,1,51,0.0
7862,98,0.949,1,0,2,2,1,21,4,5,5,165,0.0
7863,67,0.855,1,1,0,0,6,7,2,5,1,22,0.0
7864,16,0.91,1,1,2,0,6,17,1,5,5,128,0.0
7865,103,0.92,1,0,2,0,6,10,3,5,1,43,0.0
7866,98,0.949,1,1,2,0,6,17,0,6,1,18,0.0
7867,114,0.926,1,1,2,2,6,21,0,6,3,9,0.0
7868,16,0.91,1,1,2,3,6,15,3,5,1,47,0.0
7869,103,0.92,1,0,2,0,6,11,3,5,1,46,0.0
7870,103,0.92,0,1,2,0,0,4,3,5,1,22,0.0
7871,103,0.92,1,1,2,0,1,21,0,6,5,130,1.0
7872,136,0.897,1,1,2,2,6,8,7,5,1,14,0.0
7873,16,0.91,1,1,2,0,6,21,0,6,1,19,0.0
7874,50,0.8959999999999999,1,1,2,2,6,6,5,5,1,109,0.0
7875,16,0.91,1,1,0,0,6,17,5,5,4,61,0.0
7876,136,0.897,1,1,0,2,6,5,5,5,1,134,0.0
7877,138,0.836,1,0,1,2,2,19,2,5,4,20,0.0
7878,67,0.855,1,1,0,2,5,16,0,6,5,45,1.0
7879,103,0.92,1,1,2,0,6,21,5,5,5,53,0.0
7880,16,0.91,1,1,2,2,6,21,7,5,4,20,0.0
7881,28,0.939,1,1,2,0,6,14,4,5,5,112,0.0
7882,50,0.8959999999999999,1,1,2,0,6,21,0,6,4,67,0.0
7883,160,0.92,1,1,2,0,6,9,6,1,2,154,0.0
7884,114,0.926,1,1,2,0,2,6,0,6,2,12,0.0
7885,16,0.91,1,1,2,1,4,19,2,5,2,74,0.0
7886,114,0.926,1,1,2,2,6,21,5,5,5,154,0.0
7887,71,0.884,1,1,2,0,6,20,2,6,1,155,1.0
7888,143,0.74,1,0,0,0,6,7,0,6,0,13,1.0
7889,16,0.91,0,1,2,2,6,8,4,5,5,268,0.0
7890,100,0.887,1,1,2,1,4,6,6,5,2,104,0.0
7891,123,0.738,1,1,2,0,6,7,1,0,1,48,1.0
7892,67,0.855,1,1,0,2,6,10,5,5,3,14,0.0
7893,138,0.836,1,1,2,0,6,16,7,5,5,26,0.0
7894,103,0.92,1,0,1,0,2,2,0,6,2,70,0.0
7895,103,0.92,1,0,0,0,6,3,5,5,0,10,1.0
7896,16,0.91,1,1,2,1,4,15,1,0,3,58,0.0
7897,16,0.91,1,0,0,1,4,2,3,6,1,66,0.0
7898,21,0.624,1,1,2,0,6,15,5,5,5,5,0.0
7899,41,0.8270000000000001,2,0,0,0,6,10,0,4,1,50,1.0
7900,21,0.624,1,0,2,0,6,5,6,1,1,16,1.0
7901,41,0.8270000000000001,1,1,2,0,6,21,4,5,5,70,0.0
7902,160,0.92,1,1,2,0,6,5,3,5,1,14,0.0
7903,21,0.624,1,1,2,0,6,18,0,6,5,12,1.0
7904,104,0.924,1,0,0,0,6,3,0,6,2,4,0.0
7905,103,0.92,2,0,0,0,6,4,5,2,1,19,0.0
7906,21,0.624,1,1,2,0,6,8,6,5,4,114,1.0
7907,103,0.92,1,1,2,2,2,21,0,6,4,20,1.0
7908,103,0.92,1,1,2,0,6,21,0,6,5,51,1.0
7909,114,0.926,1,1,2,0,6,9,4,5,0,152,0.0
7910,160,0.92,1,1,2,0,6,11,3,5,2,98,0.0
7911,114,0.926,1,1,0,0,6,7,5,5,1,2,0.0
7912,19,0.682,1,0,2,0,6,5,0,6,1,80,0.0
7913,23,0.899,1,1,2,2,6,6,0,6,1,53,0.0
7914,103,0.92,1,1,2,0,6,13,6,5,4,84,0.0
7915,16,0.91,1,1,2,0,6,10,5,5,2,12,0.0
7916,104,0.924,2,1,0,1,4,4,1,5,1,8,0.0
7917,103,0.92,0,1,2,0,5,0,0,6,5,86,1.0
7918,61,0.913,1,1,2,2,6,5,3,5,1,40,0.0
7919,21,0.624,1,1,2,0,6,7,6,5,2,140,1.0
7920,65,0.802,1,1,2,0,6,21,2,5,4,37,0.0
7921,103,0.92,1,0,0,0,6,6,0,6,2,42,0.0
7922,16,0.91,1,1,2,0,1,12,3,5,4,10,0.0
7923,16,0.91,1,0,2,1,4,3,0,6,1,35,0.0
7924,16,0.91,1,1,2,2,6,21,0,6,1,46,0.0
7925,176,0.764,1,1,2,0,6,6,0,6,1,7,1.0
7926,104,0.924,1,0,2,2,6,21,3,4,4,92,0.0
7927,103,0.92,1,1,2,0,1,6,1,5,1,37,0.0
7928,103,0.92,1,1,2,2,5,18,0,6,1,136,0.0
7929,21,0.624,1,1,2,0,6,5,2,5,0,24,1.0
7930,103,0.92,1,1,2,0,6,9,2,5,1,18,1.0
7931,21,0.624,1,1,2,2,6,7,3,5,1,48,0.0
7932,103,0.92,1,0,2,0,6,7,6,5,5,31,0.0
7933,160,0.92,1,1,2,1,4,12,3,5,2,74,0.0
7934,16,0.91,1,1,2,2,6,21,6,5,5,24,1.0
7935,136,0.897,0,1,2,0,6,8,2,0,1,8,0.0
7936,114,0.926,1,0,2,1,4,6,4,6,1,34,0.0
7937,103,0.92,0,1,2,0,0,3,6,6,1,90,0.0
7938,26,0.698,1,1,1,0,6,5,3,5,2,112,0.0
7939,83,0.923,1,1,2,0,6,10,0,6,1,61,1.0
7940,57,0.866,1,1,2,0,5,21,0,6,5,104,0.0
7941,23,0.899,0,1,2,0,5,21,0,6,5,178,0.0
7942,103,0.92,1,1,2,0,2,21,5,5,4,40,0.0
7943,114,0.926,1,1,2,2,6,10,2,5,5,21,0.0
7944,160,0.92,1,0,0,0,6,5,0,6,1,78,1.0
7945,19,0.682,1,1,2,0,6,9,4,4,3,28,0.0
7946,103,0.92,1,0,1,0,6,7,7,2,5,24,0.0
7947,19,0.682,1,1,2,0,6,17,0,6,1,42,1.0
7948,103,0.92,1,1,2,0,6,21,0,6,2,28,1.0
7949,71,0.884,1,1,2,2,6,14,6,5,1,37,0.0
7950,123,0.738,1,0,2,0,6,9,3,4,3,56,0.0
7951,103,0.92,1,1,2,0,6,8,6,5,1,10,0.0
7952,103,0.92,1,1,2,0,6,6,5,5,5,70,0.0
7953,75,0.939,1,1,2,2,6,5,6,5,2,112,0.0
7954,67,0.855,1,0,0,1,4,0,0,6,1,110,0.0
7955,104,0.924,1,1,0,1,4,13,6,5,1,48,1.0
7956,160,0.92,1,0,0,1,4,2,3,2,1,99,0.0
7957,103,0.92,1,1,0,2,6,7,5,5,1,30,1.0
7958,103,0.92,1,1,2,0,6,16,7,2,2,48,0.0
7959,104,0.924,1,1,2,2,6,10,2,5,1,13,0.0
7960,103,0.92,1,0,2,1,4,0,0,6,0,60,0.0
7961,103,0.92,1,1,2,0,6,5,8,6,1,34,0.0
7962,103,0.92,1,0,0,0,6,7,0,6,2,262,1.0
7963,97,0.925,1,1,2,2,6,16,3,5,5,67,0.0
7964,103,0.92,1,1,2,0,6,13,3,5,4,32,0.0
7965,103,0.92,1,0,0,1,4,5,2,4,1,17,1.0
7966,173,0.878,1,1,2,1,4,10,1,5,0,51,1.0
7967,77,0.83,1,1,2,2,6,8,6,4,3,27,0.0
7968,103,0.92,1,0,0,0,6,6,5,4,5,56,1.0
7969,83,0.923,1,0,2,0,6,21,6,5,5,14,0.0
7970,21,0.624,1,1,0,0,6,11,3,5,1,76,1.0
7971,103,0.92,1,0,0,2,6,19,0,4,5,21,1.0
7972,160,0.92,1,0,0,0,1,21,7,3,5,10,0.0
7973,72,0.795,1,1,1,1,4,0,6,6,1,10,0.0
7974,103,0.92,1,1,2,0,6,12,0,6,1,78,1.0
7975,104,0.924,1,0,2,2,6,21,5,5,5,63,0.0
7976,16,0.91,1,1,2,0,6,12,6,5,5,41,0.0
7977,160,0.92,1,1,2,0,6,9,5,5,1,36,0.0
7978,89,0.925,1,1,2,0,6,5,6,1,1,22,0.0
7979,103,0.92,1,1,2,0,6,21,3,5,1,21,0.0
7980,136,0.897,1,0,0,0,6,4,0,6,1,9,0.0
7981,103,0.92,1,1,1,0,6,5,2,5,3,44,1.0
7982,103,0.92,1,1,2,0,6,21,5,5,1,105,0.0
7983,116,0.743,1,1,0,0,6,6,8,5,2,102,1.0
7984,160,0.92,1,0,0,2,0,15,0,4,5,90,1.0
7985,10,0.895,1,1,2,2,2,15,7,5,1,192,0.0
7986,114,0.926,1,1,2,3,6,21,5,5,4,25,1.0
7987,73,0.754,1,1,2,0,6,19,6,5,4,74,0.0
7988,21,0.624,1,0,2,4,4,3,0,6,0,28,0.0
7989,16,0.91,1,0,0,0,6,6,0,6,1,90,1.0
7990,21,0.624,1,1,2,2,6,2,1,0,1,65,0.0
7991,28,0.939,1,0,2,4,4,2,0,6,0,28,0.0
7992,71,0.884,1,1,2,2,6,21,0,6,5,118,0.0
7993,65,0.802,0,1,2,0,6,8,6,0,1,19,0.0
7994,103,0.92,1,1,2,0,6,4,3,5,1,72,0.0
7995,104,0.924,0,0,0,0,6,3,0,6,1,39,1.0
7996,21,0.624,1,1,0,0,6,1,1,5,1,24,0.0
7997,103,0.92,0,1,2,0,6,6,5,5,1,6,0.0
7998,114,0.926,1,1,2,2,6,3,4,5,1,242,0.0
7999,99,0.915,1,0,0,0,6,2,0,6,0,84,0.0
8000,71,0.884,1,0,0,0,6,4,0,6,1,51,1.0
8001,89,0.925,1,1,2,0,6,6,6,5,1,270,1.0
8002,77,0.83,1,1,2,0,2,16,0,6,1,28,0.0
8003,21,0.624,1,1,2,0,6,6,3,5,1,35,1.0
8004,114,0.926,1,1,2,2,6,21,6,5,5,25,0.0
8005,114,0.926,1,1,2,2,6,11,6,5,1,15,0.0
8006,114,0.926,1,1,2,2,6,6,7,5,0,106,0.0
8007,104,0.924,1,1,2,2,6,8,5,5,1,42,0.0
8008,90,0.698,1,1,2,2,6,14,1,5,5,26,0.0
8009,21,0.624,1,1,0,2,6,3,2,5,1,101,1.0
8010,136,0.897,1,0,1,0,6,3,5,5,1,5,0.0
8011,103,0.92,1,1,2,0,6,6,8,5,2,9,0.0
8012,160,0.92,1,1,2,0,6,21,0,6,2,20,1.0
8013,73,0.754,1,1,1,0,6,18,0,6,1,18,1.0
8014,123,0.738,1,1,2,0,6,6,3,1,1,25,0.0
8015,71,0.884,1,1,2,2,6,15,3,1,5,16,0.0
8016,21,0.624,1,1,2,0,6,6,4,5,1,60,0.0
8017,103,0.92,1,1,2,0,6,11,6,5,1,72,0.0
8018,103,0.92,1,1,2,0,6,7,5,5,1,41,0.0
8019,103,0.92,1,1,2,0,6,21,3,5,2,20,1.0
8020,67,0.855,1,1,2,2,6,17,5,5,1,316,0.0
8021,103,0.92,1,1,2,0,6,21,7,5,4,60,0.0
8022,103,0.92,0,1,2,2,6,6,8,5,1,16,0.0
8023,160,0.92,1,1,2,0,6,8,3,2,1,31,0.0
8024,103,0.92,1,1,2,0,6,19,4,5,5,101,0.0
8025,160,0.92,1,1,2,0,6,7,2,5,1,43,0.0
8026,103,0.92,1,1,2,2,6,9,3,5,1,144,0.0
8027,46,0.762,1,1,2,0,6,17,8,5,2,27,0.0
8028,21,0.624,1,1,2,2,6,4,4,5,1,28,0.0
8029,21,0.624,1,1,1,0,6,3,2,5,1,67,1.0
8030,98,0.949,2,0,0,0,6,9,1,0,1,59,0.0
8031,103,0.92,1,1,2,0,3,21,3,5,1,26,0.0
8032,114,0.926,1,1,2,2,6,8,6,5,1,2,0.0
8033,65,0.802,1,1,0,0,6,8,8,6,0,196,1.0
8034,159,0.843,0,1,2,2,6,8,6,5,1,246,0.0
8035,103,0.92,1,0,2,0,3,21,2,5,5,45,0.0
8036,16,0.91,1,1,2,2,6,10,5,5,5,47,0.0
8037,16,0.91,1,1,2,0,6,16,0,6,1,140,0.0
8038,90,0.698,2,1,2,0,6,7,4,4,5,11,0.0
8039,160,0.92,1,1,2,0,6,5,2,5,5,11,0.0
8040,103,0.92,1,1,2,0,1,12,6,5,5,16,0.0
8041,160,0.92,1,1,2,0,5,8,6,5,5,57,1.0
8042,16,0.91,1,1,2,0,6,21,1,0,1,89,0.0
8043,64,0.6659999999999999,1,1,2,0,6,21,3,5,2,24,0.0
8044,102,0.804,1,1,2,2,6,13,4,5,1,41,0.0
8045,103,0.92,1,1,2,0,6,6,6,6,1,4,0.0
8046,23,0.899,1,1,2,0,6,21,6,1,1,6,0.0
8047,21,0.624,1,1,0,2,6,4,3,5,1,12,1.0
8048,16,0.91,0,0,2,0,3,1,8,6,0,6,0.0
8049,21,0.624,1,0,2,0,6,9,6,5,1,56,1.0
8050,100,0.887,1,1,2,0,6,16,0,6,4,103,1.0
8051,103,0.92,0,0,2,0,1,20,3,5,5,17,0.0
8052,136,0.897,1,1,2,2,6,9,1,5,1,47,0.0
8053,103,0.92,1,0,2,0,6,3,0,6,1,42,0.0
8054,100,0.887,1,0,1,0,6,3,0,6,0,32,1.0
8055,19,0.682,1,1,2,2,6,20,0,6,1,61,1.0
8056,71,0.884,1,1,2,2,6,15,0,6,2,112,0.0
8057,160,0.92,1,1,0,0,6,10,0,6,2,41,0.0
8058,103,0.92,1,1,2,2,6,21,7,5,1,44,0.0
8059,16,0.91,1,1,2,0,6,15,0,6,2,9,0.0
8060,103,0.92,1,1,2,2,2,21,1,0,4,10,0.0
8061,103,0.92,1,1,2,0,6,4,0,5,3,9,0.0
8062,44,0.725,1,0,2,0,6,15,0,6,1,19,0.0
8063,159,0.843,1,0,0,0,6,4,0,6,0,69,0.0
8064,71,0.884,1,0,0,0,6,5,0,6,1,8,1.0
8065,53,0.74,0,1,2,2,6,10,8,5,4,126,0.0
8066,162,0.767,1,1,2,0,6,20,4,5,1,48,0.0
8067,16,0.91,1,1,2,0,6,6,5,5,1,48,0.0
8068,103,0.92,1,1,2,1,4,10,6,5,4,36,0.0
8069,103,0.92,0,1,2,2,6,21,4,5,1,54,0.0
8070,67,0.855,1,0,0,1,4,0,3,5,1,12,1.0
8071,103,0.92,1,1,2,2,6,7,5,5,4,14,0.0
8072,21,0.624,1,1,2,0,6,9,4,5,0,8,1.0
8073,114,0.926,1,1,2,0,6,16,0,6,4,46,0.0
8074,21,0.624,1,0,0,1,4,7,0,6,0,146,1.0
8075,11,0.55,1,1,2,0,6,6,6,5,1,60,1.0
8076,103,0.92,1,0,0,0,6,6,0,6,2,3,1.0
8077,136,0.897,1,1,2,2,6,13,7,5,5,31,0.0
8078,57,0.866,1,1,2,0,6,21,0,6,5,222,0.0
8079,89,0.925,1,0,0,0,1,2,0,6,1,192,1.0
8080,100,0.887,1,0,0,2,1,7,0,6,1,23,1.0
8081,114,0.926,1,0,2,1,4,2,2,1,2,59,0.0
8082,136,0.897,0,0,1,0,6,3,2,5,1,15,0.0
8083,136,0.897,0,0,0,2,6,8,3,4,1,35,0.0
8084,67,0.855,1,0,0,1,4,8,3,5,1,34,0.0
8085,136,0.897,1,0,0,0,6,5,0,6,1,129,0.0
8086,67,0.855,2,0,2,0,1,18,4,5,5,48,0.0
8087,75,0.939,1,1,2,0,6,21,0,6,5,103,0.0
8088,103,0.92,1,1,2,0,6,19,5,5,5,107,0.0
8089,103,0.92,1,1,2,2,6,20,8,5,5,11,0.0
8090,114,0.926,1,1,2,3,6,21,3,2,5,13,1.0
8091,16,0.91,1,1,1,1,4,4,4,5,1,160,0.0
8092,103,0.92,1,0,2,0,6,21,0,6,0,53,1.0
8093,103,0.92,1,1,2,0,6,5,5,5,2,161,0.0
8094,103,0.92,1,1,2,0,6,21,5,5,2,102,0.0
8095,70,0.698,1,1,0,4,4,7,3,4,2,7,0.0
8096,103,0.92,1,1,0,0,6,13,0,6,0,80,0.0
8097,21,0.624,1,0,2,0,6,0,0,6,2,67,0.0
8098,65,0.802,1,1,2,0,6,15,6,5,1,112,0.0
8099,104,0.924,1,0,0,0,6,3,6,5,1,8,0.0
8100,102,0.804,1,1,2,0,6,21,0,6,1,292,0.0
8101,70,0.698,1,1,2,0,6,10,0,6,1,14,1.0
8102,173,0.878,1,0,2,3,6,21,3,5,5,22,0.0
8103,9,0.743,1,1,2,2,6,14,3,5,1,84,0.0
8104,103,0.92,1,1,2,0,6,9,3,5,1,167,0.0
8105,21,0.624,0,1,2,0,6,6,5,5,1,45,0.0
8106,103,0.92,1,1,2,1,4,21,1,5,1,88,0.0
8107,100,0.887,1,0,1,0,6,8,0,6,0,21,1.0
8108,16,0.91,1,1,2,1,4,2,6,5,1,56,0.0
8109,103,0.92,1,1,2,2,2,21,2,5,5,37,0.0
8110,103,0.92,0,1,2,0,6,5,4,6,1,23,0.0
8111,103,0.92,1,1,2,0,6,13,3,5,5,5,0.0
8112,83,0.923,1,1,2,2,6,5,0,6,1,37,0.0
8113,114,0.926,1,0,2,2,6,21,1,5,5,214,0.0
8114,103,0.92,1,0,2,0,2,3,6,5,1,58,1.0
8115,16,0.91,1,1,2,0,1,17,1,5,2,174,0.0
8116,103,0.92,1,1,2,0,6,9,4,5,1,6,0.0
8117,74,0.579,1,1,2,2,6,3,3,5,3,60,0.0
8118,160,0.92,1,1,2,0,6,21,0,6,5,26,1.0
8119,101,0.5579999999999999,1,1,2,0,6,4,6,5,1,8,0.0
8120,16,0.91,1,0,0,2,6,10,0,6,1,121,0.0
8121,83,0.923,1,0,1,0,6,14,6,5,1,72,0.0
8122,103,0.92,1,0,0,0,6,2,0,6,1,73,1.0
8123,28,0.939,1,1,2,0,6,4,3,5,1,135,0.0
8124,67,0.855,1,1,2,0,6,7,5,5,2,102,0.0
8125,103,0.92,1,1,2,0,6,21,7,5,5,86,0.0
8126,104,0.924,1,0,0,1,4,1,0,6,0,278,0.0
8127,2,0.7879999999999999,1,1,2,2,6,21,0,6,5,155,0.0
8128,105,0.794,1,1,2,2,6,4,3,4,3,52,0.0
8129,114,0.926,1,1,0,0,6,21,4,2,5,28,0.0
8130,21,0.624,1,1,2,0,6,13,5,5,5,40,0.0
8131,114,0.926,1,1,2,0,6,15,4,5,5,75,0.0
8132,21,0.624,1,1,2,2,6,5,6,5,2,28,0.0
8133,160,0.92,1,0,0,1,4,3,0,6,1,90,1.0
8134,114,0.926,1,1,2,1,4,11,4,5,1,14,0.0
8135,21,0.624,1,0,0,0,6,3,0,6,0,22,1.0
8136,104,0.924,1,0,2,0,6,10,3,5,1,55,0.0
8137,61,0.913,1,1,2,0,6,7,3,6,1,21,0.0
8138,73,0.754,1,1,2,2,6,13,2,0,2,54,0.0
8139,100,0.887,1,1,1,3,6,21,0,6,5,41,0.0
8140,21,0.624,1,1,2,2,6,10,3,5,4,40,1.0
8141,11,0.55,1,1,2,2,6,16,0,6,2,83,0.0
8142,103,0.92,1,0,2,1,4,5,0,6,1,112,1.0
8143,40,0.7759999999999999,1,1,2,0,6,21,2,5,1,15,0.0
8144,103,0.92,1,1,2,2,6,21,3,5,5,67,0.0
8145,160,0.92,1,1,2,0,0,4,0,6,0,73,0.0
8146,16,0.91,1,1,2,0,6,8,3,1,1,164,0.0
8147,19,0.682,1,1,2,0,6,3,5,5,0,66,0.0
8148,103,0.92,1,1,2,0,6,21,0,6,1,27,1.0
8149,21,0.624,1,1,2,0,6,12,7,5,5,330,0.0
8150,103,0.92,1,1,2,0,6,8,6,1,2,19,0.0
8151,21,0.624,1,1,2,0,6,5,5,5,1,24,1.0
8152,20,0.7959999999999999,1,1,2,2,6,21,0,6,5,86,0.0
8153,116,0.743,1,1,2,2,6,14,3,5,4,47,0.0
8154,103,0.92,1,1,2,2,6,21,3,1,1,11,1.0
8155,165,0.903,1,1,2,0,6,21,0,6,4,200,0.0
8156,103,0.92,1,1,2,1,4,19,0,6,4,29,0.0
8157,23,0.899,1,1,2,0,6,13,7,5,1,50,0.0
8158,76,0.698,1,1,2,0,6,11,1,5,5,3,0.0
8159,160,0.92,1,1,2,0,6,16,3,5,1,70,0.0
8160,103,0.92,1,0,2,4,4,5,0,6,0,99,0.0
8161,61,0.913,1,1,2,0,6,21,4,5,5,64,0.0
8162,16,0.91,1,1,2,2,6,6,8,5,1,94,0.0
8163,99,0.915,1,1,2,0,6,21,0,6,1,51,1.0
8164,136,0.897,1,1,2,0,0,0,1,0,1,32,0.0
8165,21,0.624,1,0,2,0,6,7,0,6,1,134,1.0
8166,114,0.926,1,1,2,0,6,12,1,5,2,24,0.0
8167,100,0.887,1,1,2,2,6,21,0,6,1,131,0.0
8168,21,0.624,1,1,0,2,6,8,3,5,2,41,1.0
8169,91,0.691,1,0,2,4,4,13,0,5,0,254,0.0
8170,160,0.92,1,1,2,0,6,16,5,5,5,47,0.0
8171,114,0.926,1,1,2,1,4,12,6,5,5,94,0.0
8172,103,0.92,1,1,1,0,6,8,6,5,2,40,0.0
8173,16,0.91,1,0,0,1,4,9,0,6,0,12,0.0
8174,104,0.924,1,1,2,2,6,21,5,5,4,242,0.0
